10, 0, 15, 27
11, 0, 15, 28
100, 0, 29, 23
101, 0, 29, 24
110, 0, 29, 23
111, 0, 29, 24
120, 0, 29, 23
121, 0, 29, 24
130, 0, 29, 23
131, 0, 29, 24
140, 0, 29, 23
141, 0, 29, 24
150, 0, 29, 23
200, 0, 31, 26
201, 0, 31, 28
210, 0, 31, 26
211, 0, 31, 28
220, 0, 31, 26
221, 0, 31, 28
230, 0, 31, 26
231, 0, 31, 28
240, 0, 31, 26
241, 0, 31, 28
250, 0, 30, 26
300, 0, 31, 34
301, 0, 31, 36
310, 0, 31, 34
311, 0, 31, 36
320, 0, 31, 34
321, 0, 31, 36
330, 0, 31, 34
331, 0, 31, 36
340, 0, 31, 34
341, 0, 31, 36
350, 0, 30, 33
400, 0, 31, 34
401, 0, 31, 36
410, 0, 31, 34
411, 0, 31, 36
420, 0, 31, 34
421, 0, 31, 36
430, 0, 31, 34
431, 0, 31, 36
440, 0, 31, 36
441, 0, 31, 34
450, 0, 31, 34
500, 0, 31, 28
501, 0, 31, 31
510, 0, 31, 28
511, 0, 31, 31
520, 0, 31, 28
521, 0, 31, 31
530, 0, 31, 28
531, 0, 31, 31
540, 0, 31, 28
541, 0, 31, 31
550, 0, 30, 28
